Date,RP,RN,HI,MO,BP,MA,WH,OI,SB,TI,WA,KA,OO,TK,KH,TA,WO,WI,KO,MP,RA,AB,Lake Level,Equipment,Origin,Comment
13/07/2015,357.418,357.190,358.288,358.001,358.112,357.794,357.456,359.130,358.162,358.227,357.745,357.581,357.751,357.668,358.490,357.335,359.737,358.051,358.568,358.257,357.758,358.657,356.79,ESL EG,WA,
29/09/2015,357.418,NA,358.286,358.005,358.120,357.794,NA,NA,358.163,NA,357.745,357.584,NA,NA,358.484,357.337,NA,358.054,NA,NA,357.759,358.657,356.97,ESL EG,WA,WA derived. See README.
09/12/2015,357.417,357.195,358.290,358.011,358.120,357.799,357.481,359.142,358.169,358.229,357.745,357.584,357.752,357.664,358.490,357.337,359.737,358.051,358.570,358.252,357.757,358.642,356.88,ESL EG,WA,
29/03/2016,357.419,NA,358.290,358.013,358.115,357.800,NA,NA,358.170,NA,357.745,357.588,NA,NA,358.495,357.338,NA,358.052,NA,NA,357.762,358.650,356.54,ESL EG,WA,WA derived. See README.
06/07/2016,357.420,357.206,358.292,358.010,358.113,357.800,357.445,359.131,358.169,358.228,357.745,357.583,357.753,357.667,358.485,357.333,359.741,358.049,358.574,358.258,357.765,358.657,356.75,ESL EG,WA,
30/09/2016,357.418,NA,358.291,358.001,358.120,357.770,NA,NA,358.162,NA,357.745,357.582,NA,NA,358.484,357.332,NA,358.057,NA,NA,357.760,358.654,357.07,ESL EG,WA,WA derived. See README.
09/12/2016,357.415,357.194,358.292,358.011,358.118,357.791,357.452,359.125,358.157,358.230,357.745,357.584,357.749,357.672,358.484,357.338,359.737,358.051,358.575,358.262,357.760,358.649,357.09,ESL EG,WA,
17/03/2017,357.415,NA,358.284,358.003,358.111,357.773,NA,NA,358.160,NA,357.745,357.573,NA,NA,358.475,357.326,NA,358.049,NA,NA,357.759,358.651,357.03,ESL EG,WA,WA derived. See README.
27/06/2017,357.414,357.191,358.288,358.006,358.113,357.789,357.435,359.129,358.165,358.225,357.745,357.580,357.747,357.657,358.485,357.331,359.729,358.048,358.565,358.256,357.756,358.650,356.71,ESL EG,WA,
01/12/2017,357.417,357.199,358.293,358.004,358.119,357.785,357.446,359.127,358.170,358.230,357.745,357.581,357.745,357.666,358.478,357.337,359.733,358.050,358.566,358.258,357.762,358.655,356.92,ESL EG,WA,
03/05/2018,357.417,NA,358.292,358.004,358.124,357.791,NA,NA,358.165,NA,357.745,357.576,NA,NA,358.485,357.328,NA,358.049,NA,NA,357.759,358.653,356.68,ESL EG,WA,WA derived. See README.
05/07/2018,357.416,357.193,358.283,357.999,358.109,357.784,357.448,359.126,358.163,358.226,357.745,357.579,357.743,357.658,358.484,357.325,359.728,358.041,358.565,358.254,357.757,358.650,356.75,ESL EG,WA,
28/09/2018,357.413,NA,358.288,358.005,358.113,357.795,NA,NA,358.163,NA,357.745,357.579,NA,NA,358.481,357.324,NA,358.045,NA,NA,357.760,358.647,356.69,ESL EG,WA,WA derived. See README.
30/01/2019,357.409,357.195,358.290,358.014,358.105,357.788,357.453,359.126,358.172,358.238,357.745,357.577,357.739,357.652,358.476,357.324,359.723,358.041,358.562,358.251,357.753,358.644,356.66,ESL EG,WA,
17/04/2019,357.407,NA,358.289,358.004,358.111,357.780,NA,NA,358.159,NA,357.745,357.578,NA,NA,358.481,357.322,NA,358.038,NA,NA,357.757,358.636,356.20,ESL EG,WA,WA derived. See README.
22/07/2019,357.404,357.191,358.295,358.006,358.111,357.778,357.429,359.114,358.167,358.227,357.745,357.575,357.741,357.656,358.476,357.325,359.722,358.046,358.565,358.253,357.756,358.641,356.61,ESL EG,WA,
07/10/2019,357.409,NA,358.305,358.000,358.110,357.779,NA,NA,358.165,NA,357.745,357.583,NA,NA,358.474,357.327,NA,358.045,NA,NA,357.756,358.643,356.85,ESL EG,WA,WA derived. See README.
12/12/2019,357.413,357.196,358.313,358.001,358.112,357.784,357.435,359.125,358.184,358.243,357.745,357.580,357.748,357.665,358.474,357.330,359.742,358.054,358.579,358.260,357.769,358.647,356.99,ESL EG,WA,
10/06/2020,357.420,357.199,358.308,358.009,358.117,357.785,357.453,359.130,358.179,358.244,357.745,357.585,357.754,357.664,358.482,357.336,359.733,358.054,358.573,NA,357.770,358.653,356.14,ESL EG,WA,
21/09/2020,357.420,NA,358.297,358.003,358.112,357.777,357.432,NA,358.168,NA,357.745,357.577,NA,NA,358.466,357.321,NA,358.048,NA,NA,357.756,358.645,356.21,ESL EG,WA,
15/12/2020,357.412,357.190,358.305,358.003,358.111,357.790,357.439,359.124,358.174,358.228,357.745,357.574,357.744,357.654,358.466,357.331,359.720,358.040,358.567,358.238,357.757,358.650,357.00,ESL EG,WA,
24/03/2021,357.415,NA,358.305,358.000,358.111,357.784,357.440,NA,358.177,NA,357.745,357.581,NA,NA,358.473,357.334,NA,358.047,NA,NA,357.765,358.654,356.22,ESL EG,WA,
05/07/2021,357.416,357.199,358.311,358.006,358.114,357.787,357.440,359.134,358.180,358.240,357.745,357.576,357.744,357.642,358.463,357.320,359.722,358.041,358.565,358.25,357.761,358.656,356.13,ESL EG,WA,For MP value refer to README.
